# Max attribute value: 278
# Max object class value: 59
attr,rhcsRpowerpath,rpowerpath,49
attr,rhcsAction,action,50
attr,rhcsOption,option,51
attr,rhcsSecure,secure,52
attr,rhcsVerbose,verbose,53
attr,rhcsSwitch,switch,54
attr,rhcsIdentity-file,identity_file,55
attr,rhcsSsl,ssl,56
attr,rhcsPartition,partition,57
attr,rhcsManaged,managed,58
attr,rhcsExec,exec,59
attr,rhcsVmware-type,vmware_type,60
attr,rhcsVmware-datacenter,vmware_datacenter,61
attr,rhcsDebug,debug,62
attr,rhcsIp-family,ip_family,63
attr,rhcsMulticast-address,multicast_address,64
attr,rhcsMulticast-ttl,multicast_ttl,65
attr,rhcsRetrans,retrans,66
attr,rhcsHash,hash,67
attr,rhcsKey-file,key_file,68
attr,rhcsDomain,domain,69
attr,rhcsUse-uuid,use_uuid,70
attr,rhcsTimeout,timeout,71
obj,rhcsFence-xvmd,fence_xvmd,18
attr,rhcsUri,uri,72
attr,rhcsMulticast-interface,multicast_interface,73
obj,rhcsLogging,logging,19
attr,rhcsTo-syslog,to_syslog,74
attr,rhcsTo-logfile,to_logfile,75
attr,rhcsSyslog-facility,syslog_facility,76
attr,rhcsSyslog-priority,syslog_priority,77
attr,rhcsLogfile,logfile,78
attr,rhcsLogfile-priority,logfile_priority,79
obj,rhcsLogging-subsys,logging_subsys,20
attr,rhcsSubsys,subsys,80
attr,rhcsConsensus,consensus,81
attr,rhcsJoin,join,82
attr,rhcsToken-retransmits-before-loss-const,token_retransmits_before_loss_const,83
attr,rhcsRrp-mode,rrp_mode,84
attr,rhcsSecauth,secauth,85
attr,rhcsKeyfile,keyfile,86
obj,rhcsRm,rm,21
attr,rhcsLog-level,log_level,87
attr,rhcsStatus-child-max,status_child_max,88
attr,rhcsStatus-poll-interval,status_poll_interval,89
attr,rhcsTransition-throttling,transition_throttling,90
attr,rhcsCentral-processing,central_processing,91
attr,rhcsLog-facility,log_facility,92
obj,rhcsFailoverdomains,failoverdomains,22
obj,rhcsFailoverdomain,failoverdomain,23
attr,rhcsOrdered,ordered,93
attr,rhcsRestricted,restricted,94
attr,rhcsNofailback,nofailback,95
obj,rhcsFailoverdomainnode,failoverdomainnode,24
attr,rhcsPriority,priority,96
obj,rhcsEvents,events,25
obj,rhcsEvent,event,26
attr,rhcsFile,file,97
attr,rhcsClass,class,98
attr,rhcsService,service,99
attr,rhcsService-state,service_state,100
attr,rhcsService-owner,service_owner,101
attr,rhcsNode,node,102
attr,rhcsNode-id,node_id,103
attr,rhcsNode-state,node_state,104
attr,rhcsNode-clean,node_clean,105
attr,rhcsNode-local,node_local,106
obj,rhcsResources,resources,27
obj,rhcsFence-daemon,fence_daemon,28
attr,rhcsPost-join-delay,post_join_delay,107
attr,rhcsPost-fail-delay,post_fail_delay,108
attr,rhcsOverride-path,override_path,109
attr,rhcsOverride-time,override_time,110
attr,rhcsClean-start,clean_start,111
obj,rhcsQuorumd,quorumd,29
attr,rhcsInterval,interval,112
attr,rhcsTko,tko,113
attr,rhcsMin-score,min_score,114
attr,rhcsLabel,label,115
attr,rhcsStatus-file,status_file,116
attr,rhcsScheduler,scheduler,117
attr,rhcsReboot,reboot,118
attr,rhcsStop-cman,stop_cman,119
attr,rhcsParanoid,paranoid,120
attr,rhcsAllow-kill,allow_kill,121
attr,rhcsMax-error-cycles,max_error_cycles,122
obj,rhcsHeuristic,heuristic,30
attr,rhcsProgram,program,123
attr,rhcsScore,score,124
obj,rhcsService,service,31
attr,rhcsRef,ref,125
attr,rhcsAutostart,autostart,126
attr,rhcsHardrecovery,hardrecovery,127
attr,rhcsExclusive,exclusive,128
attr,rhcsNfslock,nfslock,129
attr,rhcsNfs-client-cache,nfs_client_cache,130
attr,rhcsRecovery,recovery,131
attr,rhcsDepend,depend,132
attr,rhcsDepend-mode,depend_mode,133
attr,rhcsMax-restarts,max_restarts,134
attr,rhcsRestart-expire-time,restart_expire_time,135
attr,rhcs--independent-subtree,__independent_subtree,136
attr,rhcs--enforce-timeouts,__enforce_timeouts,137
obj,rhcsIp,ip,32
attr,rhcsAddress,address,138
attr,rhcsFamily,family,139
attr,rhcsMonitor-link,monitor_link,140
attr,rhcsSleeptime,sleeptime,141
obj,rhcsNfsclient,nfsclient,33
attr,rhcsTarget,target,142
attr,rhcsPath,path,143
attr,rhcsSvcname,svcname,144
attr,rhcsFsid,fsid,145
attr,rhcsOptions,options,146
attr,rhcsAllow-recover,allow_recover,147
attr,rhcsService-name,service_name,148
attr,rhcsUse-cache,use_cache,149
obj,rhcsNfsexport,nfsexport,34
obj,rhcsScript,script,35
obj,rhcsNetfs,netfs,36
attr,rhcsMountpoint,mountpoint,150
attr,rhcsHost,host,151
attr,rhcsExport,export,152
attr,rhcsFstype,fstype,153
attr,rhcsNo-unmount,no_unmount,154
attr,rhcsForce-unmount,force_unmount,155
obj,rhcsClusterfs,clusterfs,37
attr,rhcsSelf-fence,self_fence,156
obj,rhcsSmb,smb,38
attr,rhcsWorkgroup,workgroup,157
obj,rhcsApache,apache,39
attr,rhcsServer-root,server_root,158
attr,rhcsConfig-file,config_file,159
attr,rhcsHttpd-options,httpd_options,160
attr,rhcsShutdown-wait,shutdown_wait,161
obj,rhcsOpenldap,openldap,40
attr,rhcsUrl-list,url_list,162
attr,rhcsSlapd-options,slapd_options,163
obj,rhcsSamba,samba,41
attr,rhcsSmbd-options,smbd_options,164
attr,rhcsNmbd-options,nmbd_options,165
obj,rhcsMysql,mysql,42
attr,rhcsListen-address,listen_address,166
attr,rhcsMysqld-options,mysqld_options,167
attr,rhcsStartup-wait,startup_wait,168
obj,rhcsPostgres-8,postgres-8,43
attr,rhcsPostmaster-user,postmaster_user,169
attr,rhcsPostmaster-options,postmaster_options,170
obj,rhcsTomcat-5,tomcat-5,44
attr,rhcsTomcat-user,tomcat_user,171
attr,rhcsCatalina-options,catalina_options,172
attr,rhcsCatalina-base,catalina_base,173
obj,rhcsLvm,lvm,45
attr,rhcsVg-name,vg_name,174
attr,rhcsLv-name,lv_name,175
obj,rhcsVm,vm,46
attr,rhcsMemory,memory,176
attr,rhcsMigration-mapping,migration_mapping,177
attr,rhcsBootloader,bootloader,178
attr,rhcsRootdisk-physical,rootdisk_physical,179
attr,rhcsRootdisk-virtual,rootdisk_virtual,180
attr,rhcsSwapdisk-physical,swapdisk_physical,181
attr,rhcsSwapdisk-virtual,swapdisk_virtual,182
attr,rhcsVif,vif,183
attr,rhcsMigrate,migrate,184
attr,rhcsSnapshot,snapshot,185
obj,rhcsSAPInstance,SAPInstance,47
attr,rhcsInstanceName,InstanceName,186
attr,rhcsDIR-EXECUTABLE,DIR_EXECUTABLE,187
attr,rhcsDIR-PROFILE,DIR_PROFILE,188
attr,rhcsSTART-PROFILE,START_PROFILE,189
attr,rhcsSTART-WAITTIME,START_WAITTIME,190
attr,rhcsAUTOMATIC-RECOVER,AUTOMATIC_RECOVER,191
attr,rhcsPRE-START-USEREXIT,PRE_START_USEREXIT,192
attr,rhcsPOST-START-USEREXIT,POST_START_USEREXIT,193
attr,rhcsPRE-STOP-USEREXIT,PRE_STOP_USEREXIT,194
attr,rhcsPOST-STOP-USEREXIT,POST_STOP_USEREXIT,195
obj,rhcsSAPDatabase,SAPDatabase,48
attr,rhcsSID,SID,196
attr,rhcsDBTYPE,DBTYPE,197
attr,rhcsNETSERVICENAME,NETSERVICENAME,198
attr,rhcsDBJ2EE-ONLY,DBJ2EE_ONLY,199
attr,rhcsJAVA-HOME,JAVA_HOME,200
attr,rhcsSTRICT-MONITORING,STRICT_MONITORING,201
attr,rhcsDIR-BOOTSTRAP,DIR_BOOTSTRAP,202
attr,rhcsDIR-SECSTORE,DIR_SECSTORE,203
attr,rhcsDB-JARS,DB_JARS,204
obj,rhcsNamed,named,49
attr,rhcsNamed-sdb,named_sdb,205
attr,rhcsNamed-working-dir,named_working_dir,206
attr,rhcsNamed-options,named_options,207
obj,rhcsASEHAagent,ASEHAagent,50
attr,rhcsSybase-home,sybase_home,208
attr,rhcsSybase-ase,sybase_ase,209
attr,rhcsSybase-ocs,sybase_ocs,210
attr,rhcsServer-name,server_name,211
attr,rhcsLogin-file,login_file,212
attr,rhcsInterfaces-file,interfaces_file,213
attr,rhcsSybase-user,sybase_user,214
attr,rhcsStart-timeout,start_timeout,215
attr,rhcsDeep-probe-timeout,deep_probe_timeout,216
obj,rhcsFs,fs,51
attr,rhcsForce-fsck,force_fsck,217
obj,rhcsOracledb,oracledb,52
attr,rhcsListener-name,listener_name,218
attr,rhcsUser,user,219
attr,rhcsHome,home,220
attr,rhcsType,type,221
attr,rhcsVhost,vhost,222
obj,rhcsAction,action,53
attr,rhcsDepth,depth,223
obj,rhcsFence,fence,54
obj,rhcsUnfence,unfence,55
attr,rhcsBlade,blade,224
attr,rhcsLpan,lpan,225
attr,rhcsPserver,pserver,226
attr,rhcsQuick-status,quick_status,227
attr,rhcsBroadcast,broadcast,228
attr,rhcsDisable-openais,disable_openais,229
obj,rhcsInterface,interface,56
attr,rhcsRingnumber,ringnumber,230
attr,rhcsBindnetaddr,bindnetaddr,231
attr,rhcsMcastaddr,mcastaddr,232
attr,rhcsMcastport,mcastport,233
attr,rhcsUse-virsh,use_virsh,234
attr,rhcsXmlfile,xmlfile,235
attr,rhcsHypervisor,hypervisor,236
attr,rhcsHypervisor-uri,hypervisor_uri,237
attr,rhcsMigration-uri,migration_uri,238
attr,rhcsSkip-undefined,skip_undefined,239
obj,rhcsLogging-daemon,logging_daemon,57
obj,rhcsDrbd,drbd,58
attr,rhcsResource,resource,240
attr,rhcsUpgrading,upgrading,241
attr,rhcsDisallowed,disallowed,242
attr,rhcsIo-timeout,io_timeout,243
attr,rhcsMaster-wins,master_wins,244
attr,rhcsVersion,version,245
attr,rhcsHelp,help,246
attr,rhcsSeparator,separator,247
attr,rhcsHmc-version,hmc_version,248
attr,rhcsCmd-prompt,cmd_prompt,249
attr,rhcsInet4-only,inet4_only,250
attr,rhcsInet6-only,inet6_only,251
attr,rhcsIpport,ipport,252
attr,rhcsSnmp-version,snmp_version,253
attr,rhcsCommunity,community,254
attr,rhcsSnmp-auth-prot,snmp_auth_prot,255
attr,rhcsSnmp-sec-level,snmp_sec_level,256
attr,rhcsSnmp-priv-prot,snmp_priv_prot,257
attr,rhcsSnmp-priv-passwd,snmp_priv_passwd,258
attr,rhcsSnmp-priv-passwd-script,snmp_priv_passwd_script,259
attr,rhcsUdpport,udpport,260
attr,rhcsCipher,cipher,261
attr,rhcsMethod,method,262
attr,rhcsDrac-version,drac_version,263
attr,rhcsModule-name,module_name,264
attr,rhcsIo-fencing,io_fencing,265
attr,rhcsRibcl,ribcl,266
attr,rhcsKey,key,267
attr,rhcsDevices,devices,268
attr,rhcsAptpl,aptpl,269
attr,rhcsSerial-device,serial_device,270
attr,rhcsSerial-params,serial_params,271
attr,rhcsChannel-address,channel_address,272
obj,rhcsClvmd,clvmd,59
attr,rhcsInterface,interface,273
attr,rhcsHash-cluster-id,hash_cluster_id,274
attr,rhcs--max-failures,__max_failures,275
attr,rhcs--failure-expire-time,__failure_expire_time,276
attr,rhcsStatus-program,status_program,277
attr,rhcsFail-recv-const,fail_recv_const,278
